G_ID,SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES
587,Carex prairea,CXPRAI,Dewey ex A.W. Wood,9,,PRAIRIE SEDGE,Cyperaceae,,FACW,sedge,PE,full,CAPR6,,MO,native,FACW,OBL,FACW,
588,Carex prasina,CXPRAS,Wahlenb.,8,,DROOPING SEDGE,Cyperaceae,,OBL,sedge,PE,shade,CAPR12,,MO,native,OBL,OBL,OBL,
589,Carex projecta,CXPROJ,Mack.,8,,NECKLACE SEDGE,Cyperaceae,118,FACW,sedge,PE,partial,CAPR9,T,MO,native,FACW,FACW,FACW,
590,Carex pseudocyperus,CXPSEU,L.,6,,NORTHERN BEARDED SEDGE,Cyperaceae,119,OBL,sedge,PE,full,CAPS,E,MO,native,OBL,OBL,OBL,
591,Carex purpurifera,CXPURP,Mack.,9,,PURPLE WOOD SEDGE,Cyperaceae,,UPL,sedge,PE,shade,CAPU12,T,MO,native,,,,
592,Carex radiata,CXRADI,(Wahlenb.) Small,6,syn,RADIATE SEDGE,Cyperaceae,120,FAC,sedge,PE,shade,CARA8,,MO,native,FAC,,FAC,
593,Carex retroflexa,CXRTRF,Muhl. ex Willd.,4,syn,REFLEXED SEDGE,Cyperaceae,121,UPL,sedge,PE,full,CARE9,P,MO,native,FACU,,,
594,Carex retrorsa,CXRTRS,Schwein.,9,,REFLEXED BLADDER SEDGE,Cyperaceae,122,FACW,sedge,PE,full,CARE4,E,MO,native,FACW,OBL,OBL,
595,Carex reznicekii,CXREZN,Werier,7,,REZNICEK'S SEDGE,Cyperaceae,549,UPL,sedge,PE,partial,,E,MO,native,,,,
596,Carex richardsonii,CXRICH,R. Br.,10,,RICHARDSON'S SEDGE,Cyperaceae,,UPL,sedge,PE,shade,CARI,X,MO,native,UPL,UPL,UPL,
597,Carex rosea,CXROSE,Schkuhr ex Willd.,3,syn,ROSE SEDGE,Cyperaceae,,UPL,sedge,PE,shade,CARO22,,MO,native,FACU,,,
598,Carex sartwellii,CXSART,Dewey,8,,SARTWELL'S SEDGE,Cyperaceae,,OBL,sedge,PE,full,CASA8,,MO,native,OBL,FACW,OBL,
599,Carex scabrata,CXSCAB,Schwein.,6,,ROUGH SEDGE,Cyperaceae,,OBL,sedge,PE,partial,CASC13,,MO,native,OBL,OBL,OBL,
600,Carex scoparia,CXSCOP,Schkuhr ex Willd.,3,,POINTED BROOM SEDGE,Cyperaceae,123,FACW,sedge,PE,full,CASC11,,MO,native,FACW,FACW,FACW,
601,Carex seorsa,CXSEOR,Howe,7,,WEAK STELLATE SEDGE,Cyperaceae,,FACW,sedge,PE,shade,CASE6,,MO,native,FACW,FACW,FACW,
602,Carex shortiana,CXSHOR,Dewey,2,,SHORT'S SEDGE,Cyperaceae,,FAC,sedge,PE,full,CASH2,,MO,native,FAC,FACW,FACW,
603,Carex siccata,CXSICC,Dewey,8,syn,HAY SEDGE,Cyperaceae,124,UPL,sedge,PE,full,CASI12,E,MO,native,FACU,UPL,UPL,
604,Carex sp.,CAREX,L.,,,SEDGE,Cyperaceae,,ND,sedge,PE,ND,CAREX,,MO,native,,,,
605,Carex sparganioides,CXSPAR,Muhl. ex Willd.,3,syn,BUR-REED SEDGE,Cyperaceae,,FACU,sedge,PE,shade,CASP3,,MO,native,FACU,FAC,FACU,
606,Carex spicata,CXSPIC,Huds.,0,,SPIKED SEDGE,Cyperaceae,,UPL,sedge,PE,advent,CASP10,,MO,adventive,FAC,FACU,FACU,
607,Carex sprengelii,CXSPRE,Dewey ex Spreng.,8,,SPRENGEL'S SEDGE,Cyperaceae,125,FACU,sedge,PE,shade,CASP7,T,MO,native,FACU,FAC,FAC,
608,Carex squarrosa,CXSQUA,L.,4,,SQUARROSE SEDGE,Cyperaceae,,FACW,sedge,PE,shade,CASQ2,,MO,native,FACW,OBL,OBL,
609,Carex sterilis,CXSTER,Willd.,8,,FEN SEDGE,Cyperaceae,,OBL,sedge,PE,full,CAST16,,MO,native,OBL,OBL,OBL,
610,Carex stipata,CXSTIP,Muhl. ex Willd.,2,,CROWDED SEDGE,Cyperaceae,126,OBL,sedge,PE,partial,CAST5,,MO,native,OBL,OBL,OBL,
611,Carex straminea,CXSTRM,Willd. ex Schkuhr,4,,STRAW SEDGE,Cyperaceae,,OBL,sedge,PE,full,CAST6,P,MO,native,OBL,OBL,OBL,
612,Carex striatula,CXSTRT,Michx.,5,,LINED SEDGE,Cyperaceae,127,UPL,sedge,PE,shade,CAST17,E,MO,native,,,,
613,Carex stricta,CXSTRC,Lam.,5,,TUSSOCK SEDGE,Cyperaceae,128,OBL,sedge,PE,full,CAST8,,MO,native,OBL,OBL,OBL,
614,Carex styloflexa,CXSTYL,Buckley,8,,LOWLAND WOOD SEDGE,Cyperaceae,,FACW,sedge,PE,shade,CAST9,X,MO,native,FACW,FAC,FAC,
615,Carex suberecta,CXSUBE,(Olney) Britton,8,,PRAIRIE STRAW SEDGE,Cyperaceae,,OBL,sedge,PE,full,CASU5,,MO,native,OBL,OBL,OBL,
616,Carex swanii,CXSWAN,(Fernald) Mack.,4,,SWAN'S SEDGE,Cyperaceae,,FACU,sedge,PE,shade,CASW,,MO,native,FACU,FACU,FACU,
617,Carex tenera Dewey var. echinodes,CXTENE,(Fernald) Wiegand,6,,BRISTLY SLENDER SEDGE,Cyperaceae,129,FAC,sedge,PE,shade,CATE3,,MO,native,FAC,FACW,FAC,
618,Carex tenera var. tenera,CXTENT,Dewey,8,,SLENDER SEDGE,Cyperaceae,130,FAC,sedge,PE,shade,CATE3,,MO,native,FAC,FACW,FAC,
619,Carex tenuiflora,CXTENU,Wahlenb.,10,,THIN-FLOWERED SEDGE,Cyperaceae,,OBL,sedge,PE,full,CATE5,X,MO,native,OBL,OBL,OBL,
620,Carex tetanica,CXTETA,Schkuhr,7,syn,RIGID SEDGE,Cyperaceae,131,FACW,sedge,PE,full,CATE6,,MO,native,FACW,FACW,FACW,
621,Carex texensis,CXTEXE,(Torr. ex L.H. Bailey) L.H. Bailey,0,syn,TEXAS SEDGE,Cyperaceae,132,UPL,sedge,PE,advent,CATE7,,MO,adventive,,,,
622,Carex timida,CXTIMI,Naczi & B.A. Ford,5,,TIMID SEDGE,Cyperaceae,,UPL,sedge,PE,shade,CATI6,T,MO,native,,,,
623,Carex tonsa,CXTONS,(Fernald) E.P. Bicknell,8,syn,LOW SAND SEDGE,Cyperaceae,133,UPL,sedge,PE,full,CATO10,,MO,native,,,,
624,Carex torta,CXTORT,Boott ex Tuck.,8,,TWISTED SEDGE,Cyperaceae,,FACW,sedge,PE,full,CATO4,,MO,native,FACW,OBL,OBL,
625,Carex tribuloides,CXTRIB,Wahlenb.,4,,BLUNT BROOM SEDGE,Cyperaceae,134,FACW,sedge,PE,partial,CATR7,,MO,native,FACW,OBL,FACW,
626,Carex trichocarpa,CXTRIC,Willd.,8,,HAIRY-FRUITED SEDGE,Cyperaceae,,OBL,sedge,PE,full,CATR8,,MO,native,OBL,OBL,OBL,
627,Carex trisperma,CXTRIS,Dewey,8,,THREE-SEEDED SEDGE,Cyperaceae,,OBL,sedge,PE,shade,CATR10,,MO,native,OBL,OBL,OBL,
628,Carex tuckermanii,CXTUCK,Dewey,8,,TUCKERMAN'S SEDGE,Cyperaceae,,OBL,sedge,PE,shade,CATU2,,MO,native,OBL,OBL,OBL,
629,Carex typhina,CXTYPH,Michx.,5,,CAT-TAIL SEDGE,Cyperaceae,,FACW,sedge,PE,shade,CATY,,MO,native,FACW,OBL,OBL,
630,Carex umbellata,CXUMBE,Schkuhr ex Willd.,4,,CLUSTERED SEDGE,Cyperaceae,,UPL,sedge,PE,full,CAUM4,,MO,native,,,,
631,Carex utriculata,CXUTRI,Boott,7,syn,BEAKED SEDGE,Cyperaceae,135,OBL,sedge,PE,full,CAUT,,MO,native,OBL,OBL,OBL,
632,Carex vesicaria,CXVESI,L.,7,,INFLATED SEDGE,Cyperaceae,136,OBL,sedge,PE,partial,CAVE6,,MO,native,OBL,OBL,OBL,
633,Carex virescens,CXVIRE,Muhl. ex Willd.,6,,GREENISH SEDGE,Cyperaceae,,FACU,sedge,PE,shade,CAVI4,,MO,native,,,,
634,Carex viridula,CXVIRI,Michx.,8,,LITTLE GREEN SEDGE,Cyperaceae,137,OBL,sedge,PE,full,CAVI5,P,MO,native,OBL,OBL,OBL,
635,Carex vulpinoidea,CXVULP,Michx.,1,syn,FOX SEDGE,Cyperaceae,,OBL,sedge,PE,full,CAVU2,,MO,native,OBL,FACW,OBL,
636,Carex willdenowii,CXWILL,Schkuhr ex Willd.,6,,WILLDENOW'S SEDGE,Cyperaceae,,UPL,sedge,PE,shade,CAWI2,,MO,native,UPL,FACU,UPL,
637,Carex woodii,CXWOOD,Dewey,7,,WOOD'S SEDGE,Cyperaceae,,UPL,sedge,PE,shade,CAWO2,,MO,native,UPL,FAC,FACU,
639,Carpinus caroliniana,CRPCAR,Walter,5,,BLUE-BEECH,Betulaceae,139,FAC,sm tree,W,shade,CACA18,,DI,native,FAC,FAC,FAC,
640,Carum carvi,CARCAR,L.,0,,CARAWAY,Apiaceae,,UPL,forb,BI,advent,CACA19,,DI,adventive,UPL,FACU,UPL,
641,Carya cordiformis,CARCOR,(Wangenh.) K. Koch,5,,BITTERNUT HICKORY,Juglandaceae,,FACU,tree,W,tree,CACO15,,DI,native,FACU,FACU,FAC,
642,Carya glabra,CARGLA,(Mill.) Sweet,5,,PIGNUT HICKORY,Juglandaceae,,FACU,tree,W,tree,CAGL8,,DI,native,FACU,FACU,FACU,
643,Carya illinoensis,CARILL,(Wangenh.) K. Koch,0,,PECAN,Juglandaceae,,FACU,tree,W,advent,CAIL2,,DI,adventive,FACU,FACW,FACW,
644,Carya laciniosa,CARLAC,(F. Michx.) Loudon,7,,SHELLBARK HICKORY,Juglandaceae,,FAC,tree,W,tree,CALA21,,DI,native,FAC,FACW,FACW,
645,Carya ovalis,CAROVL,(Wangenh.) Sarg.,5,,SWEET PIGNUT HICKORY,Juglandaceae,140,UPL,tree,W,tree,CAOV3,,DI,native,FACU,FACU,FACU,
646,Carya ovata,CAROVT,(Miller) K. Koch,6,,SHAGBARK HICKORY,Juglandaceae,,FACU,tree,W,tree,CAOV2,,DI,native,FACU,FACU,FACU,
647,Carya sp.,CARYA,Nutt.,,,HICKORY,Juglandaceae,,ND,tree,W,tree,CARYA,,DI,,,,,
648,Carya tomentosa,CARTOM,(Poir.) Nutt.,6,,MOCKERNUT HICKORY,Juglandaceae,,UPL,tree,W,tree,CAAL27,,DI,native,,,,
649,Castanea dentata,CASDEN,(Marshall) Borkh.,6,,AMERICAN CHESTNUT,Fagaceae,,UPL,tree,W,tree,CADE12,P,DI,native,,,,
650,Castanea pumila,CASPUM,(L.) Miller,0,,CHINQUAPIN,Fagaceae,,UPL,tree,W,advent,CAPU9,,DI,adventive,,,,
651,Castilleja coccinea,CASCOC,(L.) Spreng.,6,,INDIAN PAINTBRUSH,Scrophulariaceae,,FAC,forb,AN,full,CACO17,,DI,native,FAC,FAC,FAC,
652,Catalpa bignoniodes,CATBIG,Walter,0,,SOUTHERN CATALPA,Bignoniaceae,,UPL,tree,W,advent,CABI8,,DI,adventive,,,,
653,Catalpa ovata,CATOVA,G. Don,0,,CHINESE CATALPA,Bignoniaceae,,UPL,tree,W,advent,CAOV5,,DI,adventive,,,,
654,Catalpa sp.,CATALP,Scop.,,,CATALPA,Bignoniaceae,,ND,tree,W,advent,CATAL,,DI,,,,,
655,Catalpa speciosa,CATSPE,(Warder) Warder ex Engelm.,0,,NORTHERN CATALPA,Bignoniaceae,,FAC,tree,W,advent,CASP8,,DI,adventive,FAC,FACU,FACU,
656,Caulophyllum thalictroides,CAUTHA,(L.) Michx.,7,,BLUE COHOSH,Berberidaceae,141,UPL,forb,PE,shade,CATH2,,DI,native,,,,
657,Ceanothus americanus,CEAAME,L.,5,,NEW JERSEY TEA,Rhamnaceae,142,UPL,shrub,W,full,CEAM,,DI,native,,,,
658,Ceanothus herbaceus,CEAHER,Raf.,9,,PRAIRIE-REDROOT,Rhamnaceae,,UPL,shrub,W,full,CEHE,X,DI,native,,,,
659,Celastrus orbiculatus,CELORB,Thunb.,0,,ORIENTAL BITTERSWEET,Celastraceae,,FACU,vine,W,advent,CEOR7,,DI,adventive,FACU,UPL,UPL,
660,Celastrus scandens,CELSCA,L.,2,,BITTERSWEET,Celastraceae,,FACU,vine,W,shade,CESC,,DI,native,FACU,FACU,FACU,
661,Celosia argentea,CELARG,L.,0,,COCK'S COMB,Amaranthaceae,,UPL,forb,AN,advent,CEAR3,,DI,adventive,FACU,UPL,UPL,
662,Celtis laevigata,CELLAE,Willd.,5,,SUGARBERRY,Ulmaceae,545,FACW,tree,W,tree,CELA,A,DI,native,FACW,FACW,,
663,Celtis occidentalis,CELOCC,L.,4,,HACKBERRY,Ulmaceae,143,FACU,tree,W,tree,CEOC,,DI,native,FACU,FAC,FAC,
664,Celtis sp.,CELTIS,L.,,,HACBERRY,Ulmaceae,,ND,tree,W,tree,CELTI,,DI,,,,,
665,Celtis tenuifolia,CELTEN,Nutt.,8,,DWARF HACKBERRY,Ulmaceae,144,UPL,tree,W,tree,CETE,,DI,native,,,,
666,Cenchrus longispinus,CENLON,(Hack.) Fernald,3,syn,COMMON SANDBUR,Poaceae,,UPL,grass,AN,full,CELO3,,MO,native,UPL,UPL,UPL,
667,Centaurea cyanus,CENCYA,L.,0,,CORNFLOWER,Asteraceae,,UPL,forb,AN,advent,CECY2,,DI,adventive,FACU,FACU,UPL,
668,Centaurea dubia,CENDUB,Suter,0,syn,SHORT-FRINGED KNAPWEED,Asteraceae,,UPL,forb,PE,advent,CETR6,,DI,adventive,,,,
669,Centaurea jacea,CENJAC,L.,0,,BROWN KNAPWEED,Asteraceae,,UPL,forb,PE,advent,CEJA,,DI,adventive,,,FACU,
670,Centaurea maculosa,CENMAC,Lam.,0,syn,SPOTTED KNAPWEED,Asteraceae,,UPL,forb,BI,advent,CESTM,,DI,adventive,,,,
671,Centaurea nigra,CENNIG,L.,0,,BLACK KNAPWEED,Asteraceae,,UPL,forb,PE,advent,CENI2,,DI,adventive,,,,
672,Centaurea repens,CENREP,L.,0,,RUSSIAN KNAPWEED,Asteraceae,,UPL,forb,PE,advent,ACRE3,,DI,adventive,,,,
673,Centaurea scabiosa,CENSCA,L.,0,,HARD-HEADS,Asteraceae,,UPL,forb,PE,advent,CESC2,,DI,adventive,,,,
674,Centaurea solstitialis,CENSOL,L.,0,,YELLOW STAR-THISTLE,Asteraceae,,UPL,forb,AN,advent,CESO3,,DI,adventive,,,,
675,Centaurea sp.,CENTAU,L.,,,KNAPWEED,Asteraceae,,UPL,forb,ND,advent,CENTA,,DI,,,,,
676,Centaurium erythraea,CENERY,Raf.,0,,FORKING CENTAURY,Asteraceae,,UPL,forb,BI,advent,CEER5,,DI,adventive,FAC,FACU,FAC,
677,Centaurium pulchellum,CENPUL,(Sw.) Druce,0,,BRANCHING CENTAURY,Gentianaceae,,FAC,forb,AN,advent,CEPU3,,DI,adventive,FAC,FACU,FAC,
678,Centunculus minimus,CENMIN,L.,8,syn,CHAFFWEED,Primulaceae,,FACW,forb,AN,full,ANMI4,X,DI,native,FACW,FACW,FACU,syn. Lysimachia minima
679,Cephalanthus occidentalis,CEPOCC,L.,6,,BUTTONBUSH,Rubiaceae,145,OBL,shrub,W,full,CEOC2,,DI,native,OBL,OBL,OBL,
680,Cerastium arvense,CERARV,L.,2,,FIELD CHICKWEED,Caryophyllaceae,,UPL,forb,PE,full,CEAR4,,DI,native,UPL,FACU,FACU,
681,Cerastium brachypetalum,CERBRA,Pers.,0,,GRAY CHICKWEED,Caryophyllaceae,,UPL,forb,AN,advent,CEBR2,,DI,adventive,,,,
682,Cerastium nutans,CERNUT,Raf.,3,,NODDING MOUSE-EAR CHICKWEED,Caryophyllaceae,146,FAC,forb,AN,full,CENU2,,DI,native,FAC,FACU,FACU,
683,Cerastium pumilum,CERPUM,Curtis,0,,CURTIS' MOUSE-EAR CHICKWEED,Caryophyllaceae,,UPL,forb,AN,advent,CEPU4,,DI,adventive,,,,
684,Cerastium semidecandrum,CERSEM,L.,0,,SMALL MOUSE-EAR CHICKWEED,Caryophyllaceae,,UPL,forb,AN,advent,CESE4,,DI,adventive,,,,
685,Cerastium sp.,CERAST,L.,,,CHICKWEED,Caryophyllaceae,,ND,forb,ND,ND,CERAS,,DI,,,,,
686,Cerastium tomentosum,CERTOM,L.,0,,SNOW-IN-SUMMER,Caryophyllaceae,,FACU,forb,AN,advent,CETO2,,DI,adventive,,,,
687,Cerastium viscosum,CERVIS,L.,0,syn,CLAMMY CHICKWEED,Caryophyllaceae,,UPL,forb,AN,advent,CEGL2,,DI,adventive,UPL,FACU,FACU,syn. Cerastium glomeratum
688,Cerastium vulgatum,CERVUL,L.,0,syn,COMMON CHICKWEED,Caryophyllaceae,147,FACU,forb,PE,advent,CEFOV2,,DI,adventive,FACU,FACU,FACU,syn. Cerastium fontanum ssp. vulgare
689,Ceratophyllum demersum,CERDEM,L.,2,,COONTAIL,Ceratophyllaceae,,OBL,forb,PE,full,CEDE4,,DI,native,OBL,OBL,OBL,
690,Ceratophyllum echinatum,CERECH,A. Gray,8,,PRICKLY HORNWORT,Ceratophyllaceae,,OBL,forb,PE,full,CEEC2,,DI,native,OBL,OBL,OBL,
691,Ceratophyllum sp.,CERATO,L.,,,HORNWORT,Ceratophyllaceae,,OBL,forb,PE,full,CERAT,,DI,adventive,,,,
692,Cercis canadensis,CERCAN,L.,3,,REDBUD,Caesalpiniaceae,,FACU,sm tree,W,shade,CECA4,,DI,native,FACU,FACU,FACU,
693,Chaenomeles lagenaria,CHALAG,(Loisel.) Koidz.,0,,JAPANESE QUINCE,Rosaceae,,UPL,shrub,W,advent,CHSP12,,DI,adventive,,,,
694,Chaenorrhinum minus,CHAMIN,(L.) Lange,0,,DWARF SNAPDRAGON,Scrophulariaceae,,UPL,forb,AN,advent,CHMI,,DI,adventive,,,,
695,Chaerophyllum procumbens,CHAPRO,(L.) Crantz,4,,WILD CHERVIL,Apiaceae,148,FACW,forb,AN,shade,CHPR,,DI,native,FACW,FACW,FAC,
696,Chamaecrista fasciculata,CHAFAS,(Michx.) Greene,3,syn,PARTRIDGE-PEA,Fabaceae,,FACU,forb,AN,full,CHFA2,,DI,native,FACU,FACU,FACU,
697,Chamaecrista nictitans,CHANIC,(L.) Moench,4,syn,WILD SENSITIVE PLANT,Fabaceae,,FACU,forb,AN,full,CHNI2,,DI,native,FACU,FACU,FACU,
698,Chamaecrista sp.,CHAMAE,Moench,,,SENSITIVE PEA,Fabaceae,,ND,forb,AN,full,CHAMA17,,DI,,,,,
699,Chamaedaphne calyculata,CHACAL,(L.) Moench,9,,LEATHER-LEAF,Ericaceae,149,OBL,shrub,W,full,CHCA2,P,DI,native,OBL,OBL,OBL,
700,Chamaelirium luteum,CHALUT,(L.) A. Gray,7,,DEVIL'S BIT,Liliaceae,,FAC,forb,PE,shade,CHLU,,MO,native,FAC,FACU,FACU,
701,Chasmanthium latifolium,CHALAT,(Michx.) H.O. Yates,7,syn,WILD RIVER OATS,Poaceae,,FACU,grass,PE,partial,CHLA5,,MO,native,FACU,FACW,FACW,
702,Chelidonium majus,CHEMAJ,L.,0,,CELANDINE,Papaveraceae,,UPL,forb,BI,advent,CHMA2,,DI,adventive,UPL,UPL,UPL,
703,Chelone glabra,CHEGLA,L.,6,,TURTLEHEAD,Scrophulariaceae,150,OBL,forb,PE,partial,CHGL2,,DI,native,OBL,OBL,OBL,
704,Chenopodium album,CHEALB,L.,0,,LAMB'S-QUARTERS,Chenopodiaceae,151,FACU,forb,AN,advent,CHAL7,,DI,adventive,FACU,FACU,FACU,
705,Chenopodium ambrosioides,CHEAMB,L.,0,,MEXICAN-TEAW,Chenopodiaceae,,FACU,forb,AN,advent,CHAM,,DI,adventive,FACU,FAC,FACU,
706,Chenopodium berlandieri,CHEBER,Moq.,1,,PITSEED GOOSEFOOT,Chenopodiaceae,152,UPL,forb,AN,full,CHBE4,,DI,native,,,,
707,Chenopodium botrys,CHEBOT,L.,0,,JERUSALEM-OAK,Chenopodiaceae,,UPL,forb,AN,advent,CHBO2,,DI,adventive,UPL,FACU,FACU,
708,Chenopodium capitatum,CHECAP,(L.) Asch.,2,,STRAWBERRY-BLITE,Chenopodiaceae,,UPL,forb,AN,full,CHCA4,X,DI,native,,,,
709,Chenopodium glaucum,CHEGLA,L.,0,,OAK-LEAVED GOOSEFOOT,Chenopodiaceae,,FACW,forb,AN,advent,CHGL3,,DI,adventive,FACW,FACW,FACW,
710,Chenopodium incanum,CHEINC,(S. Watson) A. Heller,0,,HOARY GOOSEFOOT,Chenopodiaceae,,UPL,forb,AN,advent,CHIN2,,DI,adventive,,,,
711,Chenopodium leptophyllum,CHELEP,(Moq.) Nutt. ex S. Watson,2,,SLENDER GOOSEFOOT,Chenopodiaceae,153,FAC,forb,AN,full,CHLE4,X,DI,native,,FACU,FACU,
712,Chenopodium murale,CHEMUR,L.,0,,NETTLE-LEAVED GOOSEFOOT,Chenopodiaceae,,UPL,forb,AN,advent,CHMU2,,DI,adventive,FACU,FACU,FACU,
713,Chenopodium polyspermum,CHEPOL,L.,0,,MANY-SEEDED GOOSEFOOT,Chenopodiaceae,,UPL,forb,AN,advent,CHPO,,DI,adventive,,,,
714,Chenopodium pratericola,CHENPRA,Rydb.,1,,FIELD GOOSEFOOT,Chenopodiaceae,154,UPL,forb,AN,full,CHPR5,,DI,native,,,,
715,Chenopodium pumilio,CHEPUM,R. Br.,0,,KEELED GOOSEFOOT,Chenopodiaceae,,UPL,forb,AN,advent,CHPU,,DI,adventive,,,,
716,Chenopodium simplex,CHESIM,(Torr.) Raf.,1,syn,MAPLE-LEAVED GOOSEFOOT,Chenopodiaceae,155,UPL,forb,AN,full,CHSI2,,DI,native,,,,
717,Chenopodium sp.,CHENOP,L.,,,GOOSEFOOT,Chenopodiaceae,,ND,forb,AN,ND,CHENO,,DI,,,,,
718,Chenopodium standleyanum,CHESTA,Aellen,4,,WOODLAND GOOSEFOOT,Chenopodiaceae,,UPL,forb,AN,full,CHST2,,DI,native,,,,
719,Chenopodium urbicum,CHEURB,L.,0,,CITY GOOSEFOOT,Chenopodiaceae,,UPL,forb,AN,advent,CHUR,,DI,adventive,,,,
720,Chenopodium vulvaria,CHEVUL,L.,0,,STINKING GOOSEFOOT,Chenopodiaceae,,UPL,forb,AN,advent,CHVU,,DI,adventive,,,,
721,Chimaphila maculata,CHIMAC,(L.) Pursh,7,,SPOTTED WINTERGREEN,Pyrolaceae,,UPL,forb,PE,shade,CHMA3,,DI,native,,,,
722,Chimaphila sp.,CHIMAP,Pursh.,,,PRINCE'S PINE,Pyrolaceae,,UPL,forb,PE,shade,CHIMA,,DI,,,,,
723,Chimaphila umbellata,CHIUMB,(L.) W.P.C. Barton,8,,PIPSISSEWA,Pyrolaceae,156,UPL,forb,PE,shade,CHUM,T,DI,native,,,,
724,Chionanthus virginicus,CHIVIR,L.,6,,FRINGE-TREE,Oleaceae,,FAC,sm tree,W,partial,CHVI3,P,DI,native,FAC,FAC,FAC,
725,Chloris virgata,CHLVIR,SW.,0,,FEATHER FINGER GRASS,Poaceae,570,FACU,grass,AN,advent,,,MO,adventive,FACU,FACU,FACU,
726,Chorispora tenella,CHOTEN,(Pallas) DC,0,,BLUE MUSTARD,Brassicaceae,,UPL,forb,AN,advent,CHTE2,,DI,adventive,,,,
727,Chrysanthemum balsamita,CHRBAL,L.,0,syn,COSTMARY,Asteraceae,,UPL,forb,PE,advent,TABA,,DI,adventive,,,,
728,Chrysanthemum leucanthemum,CHRLEU,L.,0,syn,OX-EYE DAISY,Asteraceae,,UPL,forb,PE,advent,LEVU,,DI,adventive,UPL,UPL,UPL,syn. Leucanthemum vulgare
729,Chrysanthemum maximum,CHRMAX,Ramond,0,,CHRYSANTHEMUM,Asteraceae,,FACU,forb,AN,advent,LEMA8,,DI,adventive,,,,
730,Chrysanthemum parthenium,CHRPAR,(L.) Bernh.,0,syn,FEVERFEW,Asteraceae,,UPL,forb,PE,advent,TAPA6,,DI,adventive,,,,
731,Chrysanthemum sp.,CHRYSA,L.,,,DAISY,Asteraceae,,UPL,forb,PE,advent,CHRYS2,,DI,,,,,
732,Chrysogonum virginianum,CHRVIR,L.,6,,GOLDEN-KNEES,Asteraceae,,UPL,forb,PE,shade,CHVI5,T,DI,native,,,,
733,Chrysopsis camporum,CHRCAM,Greene,0,,PRAIRIE GOLDEN ASTER,Asteraceae,,FACU,forb,PE,advent,HECAC2,,DI,adventive,,,,
734,Chrysopsis graminifolia,CHRGRA,(Michx.) Elliott,9,syn,GRASS-LEAVED GOLDEN ASTER,Asteraceae,,UPL,forb,PE,full,PIGRG,E,DI,native,UPL,UPL,,
735,Chrysopsis mariana,CHRMAR,(L.) Elliott,6,syn,MARYLAND GOLDEN ASTER,Asteraceae,,UPL,forb,PE,full,CHMA14,,DI,native,UPL,UPL,UPL,
736,Chrysopsis sp.,CHRYSO,(Nutt.) Elliott,,,GOLDEN ASTER,Asteraceae,,UPL,forb,PE,full,CHRYS7,,DI,,,,,
737,Chrysosplenium americanum,CHRAME,Schwein. ex Hook.,8,,GOLDEN-SAXIFRAGE,Saxifragaceae,,OBL,forb,PE,shade,CHAM2,,DI,native,OBL,OBL,OBL,
738,Cichorium intybus,CICINT,L.,0,,CHICORY,Asteraceae,,UPL,forb,PE,advent,CIIN,,DI,adventive,FACU,FACU,FACU,
739,Cicuta bulbifera,CICBUL,L.,3,,BULBLET-BEARING WATER-HEML.,Apiaceae,,OBL,forb,PE,full,CIBU,,DI,native,OBL,OBL,OBL,
740,Cicuta maculata,CICMAC,L.,3,,SPOTTED WATER-HEMLOCK,Apiaceae,,OBL,forb,PE,full,CIMA2,,DI,native,OBL,OBL,OBL,
741,Cicuta sp.,CICUTA,L.,3,,WATER-HEMLOCK,Apiaceae,,OBL,forb,PE,full,CICUT,,DI,,,,,
742,Cimicifuga racemosa,CIMRAC,(L.) Nutt.,7,,BLACK SNAKEROOT,Ranunculaceae,,FACU,forb,PE,shade,ACRAR,,DI,native,,,,
743,Cinna arundinacea,CINARU,L.,4,,COMMON WOOD-REED,Poaceae,,FACW,grass,PE,shade,CIAR2,,MO,native,FACW,FACW,FACW,
744,Cinna latifolia,CINLAT,(Trevir. ex R. Geopp.) Griseb.,8,,NORTHERN WOOD-REED,Poaceae,,FACW,grass,PE,shade,CILA2,E,MO,native,FACW,FACW,FACW,
745,Cinna sp.,CINNA,L.,,,WOOD-REED,Poaceae,,FACW,grass,PE,shade,CINNA,,MO,,,,,
746,Circaea alpina,CIRALP,L.,9,,SMALL ENCHANTER'S NIGHTSH.,Onagraceae,,FACW,forb,PE,shade,CIAL,,DI,native,FACW,FACW,FACW,
747,Circaea lutetiana,CIRLUT,L.,3,syn,BROAD-LF ENCHANTER'S-NIGHTSH.,Onagraceae,157,FACU,forb,PE,shade,CILU,,DI,native,FACU,FACU,FACU,syn. Circaea lutetia ssp. canadensis SYN WITH Circaea lutetia var. canadensis
748,Circaea sp.,CIRCAE,L.,,,ENCHANTER'S-NIGHTSHADE,Onagraceae,,ND,forb,PE,shade,CIRCA,,DI,,,,,
749,Cirsium altissimum,CIRALT,(L.) Hill,4,,TALL THISTLE,Asteraceae,,UPL,forb,PE,full,CIAL2,,DI,native,,,,
750,Cirsium arvense,CIRARV,(L.) Scop.,0,,CANADA THISTLE,Asteraceae,158,FACU,forb,PE,advent,CIAR4,,DI,adventive,FACU,FACU,FACU,
