G_ID,SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES
751,Cirsium carolinianum,CIRCAR,(Walt.) Fernald & B.G. Schub.,7,,CAROLINA THISTLE,Asteraceae,,UPL,forb,BI,full,CICA7,T,DI,native,,,,
752,Cirsium discolor,CIRDIS,(Muhl. ex Willd.) Spreng.,4,,FIELD THISTLE,Asteraceae,,UPL,forb,PE,full,CIDI,,DI,native,UPL,FACU,UPL,
753,Cirsium muticum,CIRMUT,Michx.,8,,SWAMP THISTLE,Asteraceae,,OBL,forb,BI,full,CIMU,,DI,native,OBL,OBL,OBL,
754,Cirsium plattense,CIRPLA,(Rydb.) Cockerell ex Daniels,0,,PRAIRIE THISTLE,Asteraceae,,FACU,forb,BI,advent,CICA11,,DI,adventive,,,,
755,Cirsium pumilum,CIRPUM,(Nutt.) Spreng.,4,,PASTURE THISTLE,Asteraceae,159,UPL,forb,BI,full,CIPU4,,DI,native,,,,
756,Cirsium sp.,CIRSIU,Mill.,,,THISTLE,Asteraceae,,ND,forb,ND,ND,CIRSI,,DI,,,,,
757,Cirsium vulgare,CIRVUL,(Savi) Ten.,0,,BULL THISTLE,Asteraceae,,FACU,forb,BI,advent,CIVU,,DI,adventive,FACU,FACU,FACU,
758,Citrullus lanatus,CITLAN,(Thunb.) Matsum. & Nakai,0,,WATERMELON,Cucurbitaceae,,UPL,forb,AN,advent,CILA3,,DI,adventive,UPL,FACU,UPL,
759,Cladium mariscoides,CLAMAR,(Muhl.) Torr.,9,,TWIG-RUSH,Cyperaceae,,OBL,sedge,PE,full,CLMA,,MO,native,OBL,OBL,OBL,
760,Cladrastis lutea,CLALUT,(Michx.) K. Koch,0,,YELLOW-WOOD,Fabaceae,,UPL,tree,W,advent,CLKE,,DI,adventive,,,,
761,Clarkia pulchella,CLAPUL,Pursh.,0,,FAREWELL-TO-SPRING,Onagraceae,,FACU,forb,AN,advent,CLPU,,DI,adventive,,,,
762,Claytonia caroliniana,CLACAR,Michx.,6,,CAROLINA SPRING-BEAUTY,Portulacaceae,,FACU,forb,PE,shade,CLCA,,DI,native,FACU,FACU,FACU,
763,Claytonia sp.,CLAYTO,L.,,,SPRING-BEAUTY,Portulacaceae,,FACU,forb,PE,shade,CLAYT,,DI,,,,,
764,Claytonia virginica,CALVIR,L.,2,,VIRGINIA SPRING-BEAUTY,Portulacaceae,,FACU,forb,PE,shade,CLVI3,,DI,native,FAC,FACU,FACU,
765,Clematis occidentalis,CLEOCC,(Hornem.) DC.,9,,PURPLE VIRGIN'S-BOWER,Ranunculaceae,,UPL,forb,PE,partial,CLOC2,X,DI,native,,,,
766,Clematis sp.,CLEMAT,L.,,,CLEMATIS,Ranunculaceae,,ND,forb,PE,partial,CLEMA,,DI,,,,,
767,Clematis terniflora,CLETER,DC,0,,JAPANESE VIRGIN'S-BOWER,Ranunculaceae,,FACU,vine,PE,advent,CLTE4,,DI,adventive,FACU,UPL,UPL,
768,Clematis viorna,CLEVIO,L.,6,,LEATHER-FLOWER,Ranunculaceae,,FAC,forb,PE,partial,CLVI4,,DI,native,,,,
769,Clematis virginiana,CLEVIR,L.,3,,VIRGIN'S-BOWER,Ranunculaceae,,FAC,forb,PE,partial,CLVI5,,DI,native,FAC,FAC,FAC,
770,Cleome hassleriana,CLEHAS,Chodat,0,syn,SPIDER-FLOWER,Capparaceae,,FACU,forb,AN,advent,CLHA,,DI,adventive,FACU,FACU,,syn. Cleome spinosa
771,Cleome serrulata,CLESER,Pursh.,0,,STINKING CLOVER,Capparaceae,,FACU,forb,AN,advent,CLSE,,DI,adventive,FACU,FACU,FACU,
772,Clinopodium vulgare,CLIVUL,L.,2,syn,WILD BASIL,Lamiaceae,,UPL,forb,PE,shade,CLVU,,DI,native,,,,
773,Clintonia borealis,CLIBOR,(Aiton) Raf.,10,,BLUE BEAD-LILY,Liliaceae,,FAC,forb,PE,shade,CLBO3,E,MO,native,FAC,FAC,FAC,
774,Clintonia sp.,CLINTO,Raf.,8,,BLUE BEAD-LILY,Liliaceae,,ND,forb,PE,shade,CLINT,,MO,,,,,
775,Clintonia umbellulata,CLIUMB,(Michx.) Morong,8,,SPECKLED WOOD-LILY,Liliaceae,,UPL,forb,PE,shade,CLUM2,T,MO,native,,,,
776,Clitoria mariana,CLIMAR,L.,6,,BUTTERFLY-PEA,Fabaceae,,UPL,forb,PE,partial,CLMA4,P,DI,native,FACU,FACU,FACU,
777,Coeloglossum viride (L.) Hartman var. virescens,COEVIR,(Muhl. ex Willd.) Luer,8,syn,LONG-BRACTED ORCHID,Orchidaceae,,FACU,forb,PE,shade,DAVI6,E,MO,native,,,,
778,Coleataenia longifolia,COLLON,(Torr.) Soreng,9,syn,LONG-LEAVED PANIC GRASS,Poaceae,,OBL,grass,PE,full,PARIP,X,MO,native,,,,
779,Collinsia verna,COLVER,Nutt.,8,,BLUE-EYED MARY,Scrophulariaceae,,FAC,forb,AN,shade,COVE2,,DI,native,FAC,FACU,FACU,
780,Collinsonia canadensis,COLCAN,L.,5,,RICH WEED,Lamiaceae,,FAC,forb,PE,shade,COCA4,,DI,native,FAC,FAC,FAC,
781,Collinsonia verticillata,COLVER,Baldwin,9,,EARLY STONEROOT,Lamiaceae,,UPL,forb,PE,shade,COVE3,E,DI,native,,,,
782,Collomia linearis,COLLIN,Nutt.,0,,SLENDER GILIA,Polemoniaceae,,FACU,forb,AN,advent,COLI2,,DI,adventive,UPL,FACU,FACU,
783,Comandra umbellata,COMUMB,(L.) Nutt.,5,,BASTARD TOAD-FLAX,Santalaceae,,FACU,forb,PE,full,COUM,,DI,native,FACU,FACU,FACU,
784,Commelina communis,COMCOM,L.,0,,COMMON DAY-FLOWER,Commelinaceae,,FAC,forb,AN,advent,COCO3,,DI,adventive,FAC,FACU,FAC,
785,Commelina diffusa,COMDIF,Burm. f.,0,,SPREADING DAY-FLOWER,Commelinaceae,160,FACW,forb,AN,advent,CODI5,,DI,adventive,FACW,FACW,FACW,
786,Commelina sp.,COMMEL,L.,,,DAY-FLOWER,Commelinaceae,,ND,forb,ND,ND,COMME,,DI,,,,,
787,Commelina virginica,COMVIR,L.,6,,VIRGINIA DAY-FLOWER,Commelinaceae,161,FACW,forb,PE,shade,COVI3,,DI,native,FACW,FACW,FACW,
788,Comptonia peregrina,COMPER,(L.) J. M. Coulter,8,,SWEET-FERN,Myricaceae,,UPL,shrub,W,full,COPE80,E,DI,native,,,,
789,Conioselinum chinense,CONCHI,(L.) B.S.P.,8,,HEMLOCK-PARSLEY,Apiaceae,,FACW,forb,PE,full,COCH2,,DI,native,FACW,FACW,FACW,
790,Conium maculatum,CONMACU,L.,0,,POISON-HEMLOCK,Apiaceae,,FACW,forb,BI,advent,COMA2,,DI,adventive,FACW,FACW,FACW,
791,Conopholis americana,CONAME,(L.) Wallr.,7,,SQUAWROOT,Orobanchaceae,,UPL,forb,AN,shade,COAM,,DI,native,,,,
792,Conringia orientalis,CONORI,(L.) Andrz.,0,,HARE'S-EAR MUSTARD,Brassicaceae,,UPL,forb,AN,advent,COOR,,DI,adventive,,,,
793,Convallaria majalis,CONMAJ,L.,0,,LILY-OF-THE-VALLEY,Liliaceae,,UPL,forb,PE,advent,COMA7,,DI,adventive,,,,
794,Convolvulus arvensis,CONARV,L.,0,,FIELD BINDWEED,Convolvulaceae,,UPL,forb,PE,advent,COAR4,,DI,adventive,,,,
795,Conyza canadensis,CONCAN,(L.) Cronquist,0,,HORSEWEED,Asteraceae,162,UPL,forb,AN,full,COCA5,,DI,native,,,,
796,Conyza ramosissima,CONRAM,Cronquist,9,,BUSHY HORSEWEED,Asteraceae,,UPL,forb,AN,full,CORA4,P,DI,native,,,,
797,Conyza sp.,CONYZA,Less.,,,HORSEWEED,Asteraceae,,UPL,forb,AN,full,CONYZ,,DI,,,,,
798,Coptis trifolia,COPTRI,(L.) Salisb.,7,,GOLDTHREAD,Ranunculaceae,,FACW,forb,PE,shade,COTR2,,DI,native,FACW,FACW,FACW,
799,Corallorhiza maculata,CORMAC,(Raf.) Raf.,5,,SPOTTED CORAL-ROOT,Orchidaceae,,FACU,forb,PE,shade,COMA25,P,MO,native,FACU,FACU,FACU,
800,Corallorhiza odontorhiza,CORODO,(Willd.) Poir.,4,,FALL CORAL-ROOT,Orchidaceae,,UPL,forb,PE,shade,COOD7,,MO,native,,,,
801,Corallorhiza sp.,CORALL,Gagnebin% orth. cons.,,,CQRAL-ROOT,Orchidaceae,,ND,forb,PE,shade,CORAL5,,MO,,,,,
802,Corallorhiza trifida,CORTRI,Chatel.,9,,EARLY CORAL-ROOT,Orchidaceae,,FACW,forb,PE,shade,COTR18,E,MO,native,FACW,FACW,FACW,
803,Corallorhiza wisteriana,CORWIS,Conrad,6,,SPRING CORAL-ROOT,Orchidaceae,,FAC,forb,PE,shade,COWI5,P,MO,native,FAC,FACU,FACU,
804,Coreopsis grandiflora,CORGRA,R. Hogg. ex Sweet,0,,LARGE-FLOWERED TICKSEED,Asteraceae,,UPL,forb,PE,advent,COGR5,,DI,adventive,,,,
805,Coreopsis lanceolata,CORLAN,L.,0,,LONG-STALKED TICKSEED,Asteraceae,163,FACU,forb,PE,advent,COLA5,,DI,adventive,FACU,FACU,FACU,
806,Coreopsis major,CORMAJ,Walter,7,,FOREST TICKSEED,Asteraceae,,UPL,forb,PE,shade,COMA6,,DI,native,,,,
807,Coreopsis sp.,COREOP,L.,,,TICKSEED,Asteraceae,,ND,forb,ND,ND,COREO2,,DI,,,,,
808,Coreopsis tinctoria,CORTIN,Nutt.,0,,PLAINS TICKSEED,Asteraceae,,FAC,forb,AN,advent,COTI3,,DI,adventive,FAC,FACU,FACU,
809,Coreopsis tripteris,CORTRP,L.,5,,TALL TICKSEED,Asteraceae,,FAC,forb,PE,partial,COTR4,,DI,native,FAC,FAC,FAC,
810,Coriandrum sativum,CORSAT,L.,0,,CORIANDER,Apiaceae,,FACU,forb,AN,advent,COSA,,DI,adventive,,,,
811,Corispermum hyssopifolium,CORHYS,L.,0,syn,BUGSEED,Chenopodiaceae,,FACU,forb,AN,advent,COAMR,,DI,adventive,,,,
812,Corispermum nitidum,CORNIT,Kit. ex Schult.,0,syn,NEAT BUGSEED,Chenopodiaceae,,FACU,forb,AN,advent,CONI15,,DI,adventive,,,,
813,Corispermum sp.,CORISP,L.,,,BUGSEED,Chenopodiaceae,,FACU,forb,AN,advent,CORIS,,DI,,,,,
814,Cornus alternifolia,CORALT,L.f.,5,,ALTERNATE-LEAVED DOGWOOD,Cornaceae,,UPL,shrub,W,shade,COAL2,,DI,native,FAC,FAC,FACU,
815,Cornus amomum,CORAMO,Mill.,2,syn,SILKY DOGWOOD,Cornaceae,164,FACW,shrub,W,full,COAM2,,DI,native,FACW,FACW,FACW,
816,Cornus canadensis,CORCAN,L.,8,,BUNCHBERRY,Cornaceae,,FAC,shrub,W,shade,COCA13,E,DI,native,FAC,FAC,FAC,
817,Cornus drummondii,CORDRU,C.A. Mey.,3,,ROUGH-LEAVED DOGWOOD,Cornaceae,,FAC,shrub,W,partial,CODR,,DI,native,FAC,FAC,FAC,
818,Cornus florida,CORFLO,L.,5,,FLOWERING DOGWOOD,Cornaceae,,FACU,sm tree,W,shade,COFL2,,DI,native,FACU,FACU,FACU,
819,Cornus racemosa,CORRAC,Lam.,1,,GRAY DOGWOOD,Cornaceae,165,FAC,shrub,W,full,CORA6,,DI,native,FAC,FAC,FAC,
820,Cornus rugosa,CORRUG,Lam.,8,,ROUND-LEAVED DOGWOOD,Cornaceae,,UPL,shrub,W,full,CORU,P,DI,native,,,,
821,Cornus sericea,CORSER,L.,3,syn,RED-OSIER DOGWOOD,Cornaceae,,FACW,shrub,W,full,COSE16,,DI,native,,,,
822,Cornus sp.,CORNUS,L.,,,DOGWOOD,Cornaceae,,ND,ND,W,ND,CORNU,,DI,,,,,
823,Coronilla varia,CORVAR,L.,0,,CROWN-VETCH,Fabaceae,,UPL,forb,PE,advent,SEVA4,,DI,adventive,,,,
824,Coronopus didymus,CORDID,(L.) Sm.,0,,SWINE CRESS,Brassicaceae,,UPL,forb,AN,advent,CODI6,,DI,adventive,,,,
825,Corydalis aurea,CORAUR,Willd.,0,,GOLDEN CORYDALIS,Fumariaceae,,UPL,forb,BI,advent,COAU2,,DI,adventive,,,,
826,Corydalis flavula,CORFLA,(Raf.) DC.,4,,YELLOW HARLEQUIN,Fumariaceae,,FACU,forb,AN,partial,COFL3,,DI,native,FACU,FACU,FACU,
827,Corydalis sempervirens,CORSEM,(L.) Pers.,9,,ROCK-HARLEQUIN,Fumariaceae,,UPL,forb,BI,shade,COSE5,P,DI,native,,,,
828,Corydalis sp.,CORYDA,DC.,,,FUMEWORT,Fumariaceae,,ND,forb,ND,partial,CORYD,,DI,,,,,
829,Corylus americana,CORAME,Walter,4,,AMERICAN HAZEL,Betulaceae,,FACU,shrub,W,full,COAM3,,DI,native,FACU,FACU,FACU,
830,Corylus cornuta,CORCOR,Marshall,7,,BEAKED HAZEL,Betulaceae,,FACU,shrub,W,full,COCO6,X,DI,native,FACU,UPL,FACU,
831,Corylus sp.,CORYLU,L.,,,HAZEL,Betulaceae,,ND,shrub,W,full,CORYL,,DI,,,,,
832,Cosmos bipinnatus,COSBIP,Cav.,0,,COMMON COSMOS,Asteraceae,,UPL,forb,AN,advent,COBI2,,DI,adventive,FACU,FAC,FAC,
833,Cotinus coggygria,COTCOG,Scop.,0,,SMOKE-TREE,Anacardiaceae,,UPL,sm tree,W,advent,COCO10,,DI,adventive,,,,
834,Cotoneaster pyracantha,COTPYR,(L.) Spach,0,,FIRE-THORN,Rosaceae,,FACU,sm tree,PE,advent,PYCO2,,DI,adventive,,,,
835,Crataegus brainerdii,CRABRA,Sarg.,6,,BRAINERD'S HAWTHORN,Rosaceae,166,UPL,sm tree,W,full,CRBR3,X,DI,native,,,,
836,Crataegus calpodendron,CRACAL,(Ehrh.) Medik.,4,,PEAR HAWTHORN,Rosaceae,167,UPL,sm tree,W,full,CRCA,,DI,native,,,,
837,Crataegus chrysocarpa,CRACHR,Ashe,6,syn,FIREBERRY HAWTHORN,Rosaceae,168,UPL,sm tree,W,full,CRCH,,DI,native,,,,
838,Crataegus coccinea,CRACOC,L.,3,,SCARLET HAWTHORN,Rosaceae,169,UPL,sm tree,W,full,CRCHC2,,DI,native,,,,
839,Crataegus crus-galli,CRACRU,L.,3,,COCKSPUR,Rosaceae,170,FACU,sm tree,W,full,CRCR2,,DI,native,FACU,FAC,FAC,
840,Crataegus flabellata,CRAFLA,(Spach) G. Kirchn.,3,,FANLEAVED HAWTHORN,Rosaceae,171,UPL,sm tree,W,full,CRFL,,DI,native,,,,
841,Crataegus intricata,CRAINT,Lange,4,,BILTMORE HAWTHORN,Rosaceae,172,UPL,sm tree,W,full,CRIN3,,DI,native,,,,
842,Crataegus mollis,CRAMOL,Scheele,3,,DOWNY HAWTHORN,Rosaceae,173,FACU,sm tree,W,full,CRMO2,,DI,native,FACU,FAC,FAC,
843,Crataegus monogyna,CRAMON,Jacq.,0,,ONE-SEEDED HAWTHORN,Rosaceae,,UPL,sm tree,W,advent,CRMO3,,DI,adventive,FACU,FACU,FACU,
844,Crataegus phaenopyrum,CRAPHA,(L.f.) Medik.,0,,WASHINGTON HAWTHORN,Rosaceae,,FAC,sm tree,W,advent,CRPH,,DI,adventive,FAC,FAC,FAC,
845,Crataegus pruinosa,CRAPRU,(H.L. Wendl.) K. Koch,2,,FROSTED HAWTHORN,Rosaceae,174,UPL,sm tree,W,full,CRPR2,,DI,native,,,,
846,Crataegus punctata,CRAPUN,Jacq.,3,,DOTTED HAWTHORN,Rosaceae,175,UPL,sm tree,W,full,CRPU,,DI,native,,,,
847,Crataegus sp.,CRATAE,L.,,,HAWTHORN,Rosaceae,,ND,sm tree,W,ND,CRATA,,DI,,,,,
848,Crataegus succulenta,CRASUC,Schrad. ex Link,4,,FLESHY HAWTHORN,Rosaceae,176,UPL,sm tree,W,full,CRSU5,,DI,native,,,,
849,Crataegus uniflora,CRAUNI,Muenchh.,8,,DWARF HAWTHORN,Rosaceae,,UPL,sm tree,W,full,CRUN,P,DI,native,,,,
850,Crepis capillaris,CRECAP,(L.) Wallr.,0,,SMOOTH HAWK'S-BEARD,Asteraceae,,UPL,forb,AN,advent,CRCA3,,DI,adventive,UPL,FACU,UPL,
851,Crepis pulchra,CREPUL,L.,0,,HANDSOME HAWK'S-BEARD,Asteraceae,,UPL,forb,AN,advent,CRPU3,,DI,adventive,,,,
852,Crepis sp.,CREPIS,L.,,,HAWK'S BEARD,Asteraceae,,UPL,forb,AN,advent,CREPI,,DI,,,,,
853,Crepis tectorum,CRETEC,L.,0,,NARROW-LEAF HAWK'S BEARD,Asteraceae,,FACU,forb,AN,advent,CRTE3,,DI,adventive,,,,
854,Crotalaria sagittalis,CROSAG,L.,0,,RATTLEBOX,Fabaceae,,UPL,forb,AN,advent,CRSA4,,DI,adventive,,,,
855,Croton capitatus,CROCAP,Michx.,0,,WOOLLY CROTON,Euphorbiaceae,,UPL,forb,AN,advent,CRCA6,,DI,adventive,,,,
856,Croton glandulosus,CROGLA,L.,0,,NORTHERN CROTON,Euphorbiaceae,177,UPL,forb,AN,full,CRGL2,E,DI,native,,,,
857,Croton monanthogynus,CROMON,Michx.,0,,PRAIRIE-TEA,Euphorbiaceae,,UPL,forb,AN,advent,CRMO6,,DI,adventive,,,,
858,Croton sp.,CROTON,L.,,,CROTON,Euphorbiaceae,,UPL,forb,AN,ND,CROTO,,DI,,,,,
859,Croton willdenowii,CROWIL,G.L. Webster,8,,WILDENOW'S CROTON,Euphorbiaceae,565,UPL,forb,AN,full,,,DI,native,,,,
860,Crypsis schoenoides,CRYSCH,(L.) Lam.,0,,FALSE-TIMOTHY,Poaceae,,FACW,grass,AN,advent,CRSC,,MO,adventive,FACU,FACU,OBL,
861,Cryptotaenia canadensis,CRYCAN,(L.) DC.,3,,HONEWORT,Apiaceae,,FAC,forb,PE,shade,CRCA9,,DI,native,FAC,FAC,FAC,
862,Cucumis melo,CUCMEL,L.,0,,MUSKMELON,Cucurbitaceae,,FACU,vine,AN,advent,CUME,,DI,adventive,,,,
863,Cucurbita foetidissima,CUCFOE,Kunth,0,,MISSOURI GOURD,Cucurbitaceae,,UPL,vine,PE,advent,CUFO,,DI,adventive,,,,
864,Cucurbita maxima,CUCMAX,Duchesne,0,,SQUASH,Cucurbitaceae,,FACU,vine,AN,advent,CUMA3,,DI,adventive,,,,
865,Cucurbita pepo,CUCPEP,L.,0,,PUMPKIN,Cucurbitaceae,,FACU,forb,AN,advent,CUPE,,DI,adventive,,,,
866,Cunila origanoides,CUNORI,(L.) Britton,6,,DITTANY,Lamiaceae,,UPL,forb,PE,shade,CUOR,,DI,native,,,,
867,Cuphea viscosissima,CUPVIS,Jacq.,3,,BLUE WAX-WEED,Lythraceae,,FAC,forb,AN,full,CUVI,,DI,native,FAC,FACU,FACU,
868,Cuscuta cephalanthi,CUSCEP,Engelm.,6,,BUTTONBUSH DODDER,Cuscutaceae,,UPL,forb,AN,full,CUCE,,DI,native,,,,
869,Cuscuta compacta,CUSCOM,Juss ex Choisy,8,,SESSILE DODDER,Cuscutaceae,,UPL,forb,AN,full,CUCO2,X,DI,native,,,,
870,Cuscuta coryli,CUSCOR,Engelm.,5,,HAZEL DODDER,Cuscutaceae,,UPL,forb,AN,full,CUCO3,X,DI,native,,,,
871,Cuscuta cuspidata,CUSCUS,Engelm.,8,,CUSPIDATE DODDER,Cuscutaceae,178,FACW,forb,AN,full,CUCU2,E,DI,native,,,,
872,Cuscuta epilinum,CUSEPI,Weihe,0,,FLAX DODDER,Cuscutaceae,,FACU,forb,PE,advent,CUEP2,,DI,adventive,,,,
873,Cuscuta epithymum,CUSEPI,L.,0,,CLOVER DODDER,Cuscutaceae,,UPL,forb,AN,advent,CUEP,,DI,adventive,,,,
874,Cuscuta glomerata,CUSGLO,Choisy,9,,COMPOSITE DODDER,Cuscutaceae,,FAC,forb,AN,full,CUGL3,T,DI,native,,,,
875,Cuscuta gronovii,CUSGRO,Willd. ex Schulte,3,,COMMON DODDER,Cuscutaceae,,FACW,forb,AN,full,CUGR,,DI,native,,,,
876,Cuscuta indecora,CUSIND,Choisy,8,,PRETTY DODDER,Cuscutaceae,179,FAC,forb,AN,full,CUIN,E,DI,native,,,,
877,Cuscuta pentagona,CUSPEN,Engelm.,3,syn,FIVE-ANGLED DODDER,Cuscutaceae,,UPL,forb,AN,full,CUPE3,T,DI,native,,,,
878,Cuscuta polygonorum,CUSPOL,Engelm.,5,,SMARTWEED DODDER,Cuscutaceae,,UPL,forb,AN,full,CUPO,,DI,native,,,,
879,Cuscuta sp.,CUSCUT,L.,,,DODDER,Cuscutaceae,,ND,forb,AN,ND,CUSCU,,DI,,,,,
880,Cuscuta suaveolens,CUSSUA,Ser.,0,,ALFALFA DODDER,Cuscutaceae,,FACU,forb,PE,advent,CUSU,,DI,adventive,,,,
881,Cycloloma atriplicifolium,CYCATR,(Spreng.) J.M. Coult.,0,,WINGED PIGWEED,Chenopodiaceae,,FACU,forb,AN,advent,CYAT,,DI,adventive,FACU,FACU,FACU,
882,Cymbalaria muralis,CYMMUR,P. Gaertn.% B. Mey. & Scherb.,0,,KENILWORTH-IVY,Scrophulariaceae,,FACU,forb,PE,advent,CYMU,,DI,adventive,,,,
883,Cynodon dactylon,CYNDAC,(L.) Pers.,0,,BERMUDA GRASS,Poaceae,,FACU,grass,PE,advent,CYDA,,DI,adventive,FACU,FACU,FACU,
884,Cynoglossum officinale,CYNOFF,L.,0,,GYPSY FLOWER,Boraginaceae,,UPL,forb,BI,advent,CYOF,,MO,adventive,UPL,FACU,UPL,
885,Cynoglossum sp.,CYNGLO,L.,,,HOUND'S TONGUE,Boraginaceae,,UPL,forb,ND,ND,CYNOG,,MO,,,,,
886,Cynoglossum virginianum L. var. boreale,CYNVIRB,(Fernald) Cooperrider,5,syn,NORTHERN WILD COMFREY,Boraginaceae,,UPL,forb,PE,shade,CYVIB,X,MO,native,,,,
887,Cynoglossum virginianum var. virginianum,CYNVIRV,L.,5,,SOUTHERN WILD COMFREY,Boraginaceae,,UPL,forb,PE,shade,CYVIV,,MO,native,,,,
888,Cynosurus cristatus,CYNCRI,L.,0,,DOG'S-TAIL GRASS,Poaceae,,UPL,grass,PE,advent,CYCR,,DI,adventive,UPL,FAC,FAC,
889,Cynosurus echinatus,CYNECH,L.,0,,LONG-AWNED DOG'S-TAIL GRASS,Poaceae,,FACU,grass,AN,advent,CYEC,,MO,adventive,,,,
890,Cyperus acuminatus,CYPACU,Torr. & Hook. ex Torr.,8,,PALE UMBRELLA-SEDGE,Cyperaceae,,OBL,sedge,AN,full,CYAC2,T,MO,native,OBL,OBL,OBL,
891,Cyperus bipartitus,CYPBIP,Torr.,3,,UMBRELLA-SEDGE,Cyperaceae,180,FACW,sedge,AN,full,CYBI6,,MO,native,FACW,OBL,FACW,
892,Cyperus diandrus,CYPDIA,Torr.,7,,LOW UMBRELLA-SEDGE,Cyperaceae,181,FACW,sedge,AN,full,CYDI3,P,MO,native,FACW,FACW,OBL,
893,Cyperus erythrorhizos,CYPERY,Muhl.,4,,RED-ROOTED UMBRELLA-SEDGE,Cyperaceae,,FACW,sedge,AN,full,CYER2,,MO,native,FACW,OBL,OBL,
894,Cyperus esculentus,CYPESC,L.,0,,YELLOW NUT-SEDGE,Cyperaceae,182,FACW,sedge,PE,full,CYES,,MO,native,FACW,FACW,FACW,
895,Cyperus flavescens,CYPFLA,L.,3,,YELLOW UMBRELLA-SEDGE,Cyperaceae,183,OBL,sedge,AN,full,CYFL,,MO,native,OBL,OBL,OBL,
896,Cyperus lancastriensis,CYPLAN,Porter ex A. Gray,4,,MANY-FLOWERED UMBRELLA-S.,Cyperaceae,,FACU,sedge,PE,full,CYLA3,X,MO,native,FAC,FAC,FAC,
897,Cyperus lupulinus,CYPLUP,(Spreng.) Marcks,4,syn,SLENDER UMBRELLA-SEDGE,Cyperaceae,184,UPL,sedge,PE,full,CYLU2,,MO,native,UPL,FACU,FACU,
898,Cyperus odoratus,CYPODO,L.,4,syn,RUSTY UMBRELLA-SEDGE,Cyperaceae,185,FACW,sedge,AN,full,CYOD,,MO,native,FACW,FACW,OBL,
899,Cyperus refractus,CYPREF,Engelm. ex Boeck,6,,REFLEXED UMBRELLA-SEDGE,Cyperaceae,186,FACU,sedge,PE,full,CYRE3,E,MO,native,FACU,FACU,,
900,Cyperus retrofractus,CYPRTF,(L.) Torr.,4,syn,ROUGH UMBRELLA-SEDGE,Cyperaceae,,UPL,sedge,PE,full,CYRE4,E,MO,native,UPL,UPL,UPL,
901,Cyperus schweinitzii,CYPSCH,Torr.,10,,SCHWEINITZ'S UMBRELLA-SEDGE,Cyperaceae,,FACU,sedge,PE,full,CYSC3,T,MO,native,FACU,FACU,FACU,
902,Cyperus sp.,CYPERU,L.,,,UMBRELLA-SEDGE,Cyperaceae,,ND,sedge,ND,full,CYPER,,MO,,,,,
903,Cyperus squarrosus,CYPSQU,L.,3,,AWNED UMBRELLA-SEDGE,Cyperaceae,187,FACW,sedge,AN,full,CYSQ,,MO,native,FACW,OBL,OBL,
904,Cyperus strigosus,CYPSTR,L.,1,,STRAW-COLORED UMBRELLA-S.,Cyperaceae,,FACW,sedge,PE,full,CYST,,MO,native,FACW,FACW,FACW,
905,Cypripedium acaule,CYPACA,Aiton,8,,MOCCASIN-FLOWER,Orchidaceae,,FACU,forb,PE,partial,CYAC3,,MO,native,FACU,FACW,FACW,
906,Cypripedium candidum,CYPCAN,Muhl. ex Willd.,9,,WHITE LADY'S-SLIPPER,Orchidaceae,,OBL,forb,PE,partial,CYCA5,E,MO,native,OBL,OBL,OBL,
907,Cypripedium parviflorum Salisb. var. pubescens,CYPPRPU,(Willd.) O.W. Knight,7,syn,LARGE YELLOW LADY'S-SLIPPER,Orchidaceae,,FAC,forb,PE,partial,CYPAP3,,MO,native,,,,
908,Cypripedium parviflorum var. parviflorum,CYPPRPA,Salisb.,10,syn,SMALL YELLOW LADY'S-SLIPPER,Orchidaceae,,FACW,forb,PE,partial,CYPAP4,E,MO,native,FACW,FACW,FAC,
909,Cypripedium reginae,CYPREG,Walter,10,,SHOWY LADY'S-SLIPPER,Orchidaceae,,FACW,forb,PE,partial,CYRE6,T,MO,native,FACW,FACW,FACW,
910,Cypripedium sp.,CYPRIP,L.,,,LADY'S-SLIPPER,Orchidaceae,,ND,forb,PE,partial,CYPRI,,MO,,,,,
911,Cystopteris bulbifera,CYSBUL,(L.) Bernh.,7,,BULBLET FERN,Dryopteridaceae,,FAC,fern,PE,shade,CYBU3,,SVP,native,FAC,FACW,FACW,
912,Cystopteris fragilis,CYSFRA,(L.) Bernh.,7,syn,BRITTLE BLADDER FERN,Dryopteridaceae,,FACU,fern,PE,shade,CYFR2,X,SVP,native,FACU,FACU,FACU,
913,Cystopteris protrusa,CYSPRO,(Weath.) Blasdell,5,syn,LOWLAND BLADDER FERN,Dryopteridaceae,,UPL,fern,PE,shade,CYPR4,,SVP,native,FAC,FACW,FACU,
914,Cystopteris sp.,CYSTOP,Bernh.,,,BLADDER FERN,Dryopteridaceae,,ND,fern,PE,shade,CYSTO,,SVP,,,,,
915,Cystopteris tennesseensis,CYSTNN,Shaver,6,,TENNESSEE BLADDER FERN,Dryopteridaceae,,UPL,fern,PE,shade,CYTE3,P,SVP,native,,,,
